10095	201.236.236.186	pei-201-236-ccxxxvi-clxxxvi.une.net.co.	SA	CO	Cundinamarca	Bogota	unknown	unknown	4.6104361	74.0973204	unknown
10096	190.13.17.185	190-13-17-185.telebucaramanga.net.co.	SA	CO	Santander	Bucaramanga	unknown	unknown	4.6239542	-74.06991	unknown
10097	200.35.80.154	200-35-80-154.static.telcel.net.ve.	SA	VE	Capital District	Caracas	unknown	unknown	10.9473819	-69.051586	unknown
10098	200.8.105.11	mailserver.sistemasysoluciones.com.ve.	SA	VE	Lara	Barquisimeto	unknown	unknown	10.0677559	-69.2864	unknown
10099	190.108.199.1	unknown	SA	GY	Demerara-Mahaica	Georgetown	unknown	unknown	6.8153805	-58.161459	unknown
10100	200.37.234.102	mail.cescorp.com.pe.	SA	PE	Lima	Lima	unknown	unknown	-12.0947187	-77.04031	unknown
10101	200.58.191.130	static-ip-adsl-200.58.191.130.cotas.com.bo.	SA	BO	Santa Cruz	Santa Cruz	unknown	unknown	-18.278199	-67.1838	unknown
10102	201.217.60.95	host-95.60.217.201.copaco.com.py.	SA	PY	Capital District	Asuncion	unknown	unknown	-15.80356	-62.5223	unknown
10103	190.105.232.177	server8.envios3.com.	SA	AR	Buenos Aires	Buenos Aires	unknown	unknown	-34.58874	-58.4464	unknown
10104	186.125.204.222	host222.186-125-204.telecom.net.ar.	SA	AR	Santa Fe	Santa Fe	unknown	unknown	-34.64686	-58.5584	unknown
10105	201.252.229.196	host196.201-252-229.telecom.net.ar.	SA	AR	San Juan	San Juan	unknown	unknown	-31.5411	-68.5232	unknown
10106	200.55.19.1	200-55-19-1.static.impsat.net.ar.	SA	AR	Cordoba	Cordoba	unknown	unknown	-34.62255	-58.3594	unknown
10107	186.103.144.20	186-103-144-20.static.tie.cl.	SA	CL	Santiago Metropolitan	Santiago	unknown	unknown	-34.6289	-58.8677	unknown
10108	190.64.140.242	r190-64-140-242.ir-static.anteldata.net.uy.	SA	UR	Montevideo	Montevideo	unknown	unknown	-34.5447	-58.7758	unknown
10109	87.103.120.164	164.120.103.87.rev.vodafone.pt.	EU	PT	Lisboa	Vialonga	unknown	unknown	38.770799	-9.09991	unknown
10110	89.152.248.3	a89-152-248-3.static.cpe.netcabo.pt.	EU	PT	Lisboa	Lisbon	unknown	unknown	38.7559425	-9.1187	unknown
10111	93.108.240.96	96.240.108.93.rev.vodafone.pt.	EU	PT	Norte	Porto	unknown	unknown	41.1542932	-8.63278	unknown
10112	195.29.222.4	ts.ice.hr.	EU	HR	City of Zagreb	Zagreb	unknown	unknown	45.2486085	13.918269	unknown
10113	212.92.207.3	dns1.varazdinska-zupanija.hr.	EU	HR	Primorje-Gorski Kotar	Rijeka	unknown	unknown	46.3077413	16.3346895	unknown
10114	80.245.161.238	80-245-161-238.fwa.myq.gr.	EU	GR	Attica	Athens	unknown	unknown	38.0448864	23.804067	unknown
10115	80.72.80.12	80.72.80.12.coresnet.bg.	EU	BG	Sofia City	Sofia	unknown	unknown	42.326732	24.1675944	unknown
10116	213.14.137.206	mail.724eposta.com.	EU	TR	Marmara	Istanbul	unknown	unknown	41.06932	29.0029	unknown
10117	202.134.153.67	202.134.153.67.customer.7starnet.com.	AS	IN	Maharashtra	Mumbai	unknown	unknown	19.14469	72.82218	unknown
10118	61.8.131.204	devnet13.damcogroup.com.	AS	IN	New Delhi	New Delhi	unknown	unknown	28.581784	77.315673	unknown
10119	1.23.168.188	unknown	AS	IN	Maharashtra	Mumbai	unknown	unknown	28.58169	77.31905	unknown
10120	101.128.53.76	unknown	AS	CH	Guangdong	Guangzhou	unknown	unknown	39.911594	116.35599	unknown
10121	111.221.200.196	unknown	AS	CH	Guangdong	Shenzhen	unknown	unknown	22.557949	114.064647	unknown
10122	61.8.81.71	71-81-8-61.flets.videw.com.	AS	JP	Kanto	Asaka	unknown	unknown	32.789923	130.689121	unknown
10123	202.152.114.112	112-114-152-202.flets.tribe.ne.jp.	AS	JP	Kanto	Tokyo	unknown	unknown	32.7899233	130.68912	unknown
10124	182.23.229.6	d-182-23-229-006.d-cable.katch.ne.jp.	AS	JP	Chubu	Nagoya	unknown	unknown	34.9580177	137.039899	unknown
10125	1.33.239.39	pl49959.ag1212.nttpc.ne.jp.	AS	JP	Kanto	Yokohama	unknown	unknown	35.666867	139.7492	unknown
10126	203.130.82.39	unknown	AS	KR	Seoul National Capital Area	Seoul	unknown	unknown	37.495653	127.121506	unknown
10127	202.134.122.70	static-ip-70-122-134-202.rev.dyxnet.com.	AS	HK	Hong Kong	Hong Kong	unknown	unknown	22.365793	114.1171	unknown
10128	117.18.114.55	hipixt11455.hk4host.com.	AS	HK	Hong Kong	Hong Kong	unknown	unknown	22.35313	114.12236	unknown
10129	183.178.116.162	183178116162.ctinets.com.	AS	HK	Kowloon City District	Ho Man Tin	unknown	unknown	22.370282	114.128185	unknown
10130	203.198.143.141	141.143.198.203.static.netvigator.com.	AS	HK	Tsuen Wan	Tsuen Wan	unknown	unknown	22.2870578	114.20997	unknown
10131	183.91.184.18	ns2.gtelmiennam.vn.	AS	VN	Hanoi	Hanoi	unknown	unknown	21.0263	105.841223	unknown
10132	116.118.111.128	unknown	AS	VN	Ho Chi Minh City Metropolitan Area	Ho Chi Minh City	unknown	unknown	10.780996	106.697473	unknown
10133	113.161.205.126	static.vdc.vn.	AS	VN	Hanoi	Hanoi	unknown	unknown	21.030333	105.805566	unknown
10134	203.130.134.238	man.pico.co.th.	AS	TH	Central Thailand	Bangkok	unknown	unknown	13.906815	100.51029	unknown
10135	202.28.24.90	unknown	AS	TH	Central Thailand	Bangkok	unknown	unknown	13.77456	100.52933	unknown
10136	111.221.54.73	bR73.static.vtelecoms.com.my.	AS	MY	Kuala Lumpur	Kuala Lumpur	unknown	unknown	3.1357108	101.6845444	unknown
10137	1.32.59.125	ns5.mbsb.com.my.	AS	MY	Kuala Lumpur	Kuala Lumpur	unknown	unknown	3.1336377	101.68628	unknown
10138	61.8.217.210	epnt01.excel-precast.com.sg.	AS	SG	Singapore	Singapore	unknown	unknown	1.3378092	103.890435	unknown
10139	103.253.25.234	ichinoseshiki.me.	AS	SG	Singapore	Singapore	unknown	unknown	1.392501	103.8921	unknown
10140	203.211.150.118	118.203-211-150.static.qala.com.sg.	AS	SG	Singapore	Singapore	unknown	unknown	1.3251701	103.74667	unknown
10141	118.98.221.8	221-8.cpt.kemdiknas.go.id.	AS	ID	Banten	Tangerang	unknown	unknown	-6.326	106.7451761	unknown
10142	125.164.7.250	250.subnet125-164-7.speedy.telkom.net.id.	AS	ID	Madura	Bangkalan	unknown	unknown	-6.182422	106.828052	unknown
10143	202.1.255.21	mail.oktedi.com.	AS	PG	North Fly	Tabubil	unknown	unknown	-5.272502	141.21251	unknown
10144	202.134.234.204	ains-202-134-234-204.ains.net.au.	OC	AU	Victoria	Melbourne	unknown	unknown	24.30347	178235	unknown
10145	61.8.16.68	s0144.static.pacific.net.au.	OC	AU	New South Wales	Valentine	unknown	unknown	-33.88775	2051168	unknown
10146	202.159.170.245	202-159-170-245.dyn.iinet.net.au.	OC	AU	Western Australia	Perth	unknown	unknown	-31.9739107	115.86194	unknown
10147	125.236.236.191	125-236-236-191.adsl.xtra.co.nz.	OC	NZ	Auckland	Auckland	unknown	unknown	-36.85425	174.7618631	unknown
10148	203.171.33.150	203-171-33-150.xtreme.net.nz.	OC	NZ	Wellington	Wellington	unknown	unknown	-41.27514	174.77379	unknown
10149	115.189.54.35	115-189-54-35.mobile.spark.co.nz.	OC	NZ	Otago	Oamaru	unknown	unknown	-36.85432	174.7621	unknown
10150	202.22.232.81	mkt.euphedra.nc.	OC	NC	Grand Terre	Noumea	unknown	unknown	-22.270316	166.4599	unknown
